5.4182,5.3811,5.858,5.7833,5.6714,5.2377,5.7682,5.6686,6.221,5.3523
5.6687,5.4189,5.596,5.69,5.7146,5.7824,5.6674,5.7607,5.4306,5.5475
5.5545,5.3266,5.5634,5.6415,5.6107,5.5145,5.6861,5.6951,5.6029,5.8887
5.6753,5.415,5.5009,5.5009,5.646,5.6863,5.6111,5.6839,5.4473,6.0037
5.5894,5.5929,5.3938,5.7149,5.5429,5.4241,5.5108,5.6282,5.6605,5.4804
5.3087,5.9198,5.7378,5.6158,5.5657,5.6408,5.866,5.6495,5.8857,5.84
5.6558,5.698,5.4057,5.9398,5.3421,5.9158,5.7186,5.6317,5.9116,5.5691
6.0705,5.606,5.4087,5.5576,6.1821,5.661,5.6104,6.1694,5.8492,5.5809
5.9851,5.6331,5.4471,5.7121,5.56,6.0255,5.667,5.7516,6.2819,5.6851
5.3814,5.9618,5.6159,5.8424,5.5795,5.4953,5.6542,5.7802,5.7787,5.6503
6.0108,5.9412,6.1668,5.8929,6.2219,5.9253,5.9484,5.8676,6.0116,6.0401
5.9176,6.0794,5.9763,5.9028,6.124,5.9687,6.1264,6.011,5.9686,5.8776
6.1346,5.9635,5.8689,6.2845,6.1034,6.0753,6.2952,5.9109,5.9791,6.0128
6.1711,6.1063,6.0571,5.8939,6.0655,6.21,6.0886,5.95,6.2326,6.085
6.0478,5.7997,6.0199,6.0151,6.0801,5.9094,6.046,6.2636,6.2449,5.8683
6.062,6.323,6.1547,5.9318,5.9891,6.0561,5.9365,6.219,6.3488,5.9458
6.2334,6.1318,6.0306,6.0145,6.0771,6.3005,6.283,5.8566,6.1757,6.1256
6.18,5.8464,6.0719,6.2673,6.1062,6.0559,6.184,5.9011,6.3521,6.1509
6.2311,6.143,6.3478,5.9599,6.2128,5.9158,6.1526,6.0113,6.2896,6.2138
5.8468,5.9619,6.2076,6.1359,6.071,6.1591,6.1045,5.9248,6.1056,6.2156
6.2245,6.2155,6.3878,6.2587,6.3487,6.229,6.2552,6.4752,6.4422,6.3343
6.3724,6.2025,6.4571,6.1674,6.3748,6.3586,6.4731,6.5462,6.333,6.1707
6.3417,6.1961,6.2815,6.4258,6.3223,6.265,6.5265,6.0965,6.3824,6.5577
6.3854,6.5334,6.4252,6.2811,6.5035,6.3727,6.4609,6.3221,6.397,6.5264
6.3924,6.4857,6.5392,6.3819,6.3228,6.5087,6.2668,6.5643,6.3303,6.5305
6.1782,6.3502,6.3212,6.2324,6.2639,6.3403,6.3413,6.5387,6.3945,6.2892
6.3187,6.4373,6.293,6.2756,6.3021,6.5027,6.3324,6.5222,6.3869,6.3233
6.3763,6.5451,6.1675,6.2449,6.4268,6.5086,6.4429,6.2379,6.3528,6.3276
6.3424,6.3636,6.4298,6.3691,6.3132,6.3743,6.3361,6.3371,6.3328,6.4718
6.4339,6.4919,6.5687,6.2757,6.2593,6.4145,6.2986,6.5255,6.4096,6.4891
